,customer_id,region,customer_segment,discount_sensitivity,frequency,recency_days,tenure_days,monetary,avg_spend,churn_flag,clv_proxy,sensitivity_score,norm_clv,norm_freq,norm_recency,norm_sensitivity,freq_segment,longevity_score,fomo_score,longevity_segment,longevity_segment3,longevity_segment2,fomo_segment,discount_level,spend_level,promo_behavior,promo_segment_name
10,C00011,North,Mid Activity,Low,5,98,808,5340.56,1068.11,0,4799.96,3,0.0973447108946622,0.26666666666666666,0.729050279329609,1.0,High Frq,0.2925881228120795,0.85952031838928,Mid Longevity,Mid Longevity,Low Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
11,C00012,East,High Activity,Low,7,7,693,12443.46,1777.64,0,9592.14,3,0.20213276795390195,0.4,0.9832402234636871,1.0,High Frq,0.4195885647639647,0.8893752879685746,High Longevity,High Longevity,Mid Longevity,High fomo,Low,High,Low_High,ไม่ติดโปร มูลค่าออเดอร์สูง
12,C00013,East,Mid Activity,Low,6,227,784,7758.37,1293.06,0,6765.91,3,0.14033309630080562,0.3333333333333333,0.3687150837988827,1.0,High Frq,0.32983570678343854,0.8491357304866914,Mid Longevity,Mid Longevity,Mid Longevity,High fomo,Low,Mid,Low_Mid,ไม่ต้องรีบทำ campaign
13,C00014,North,Mid Activity,Low,6,109,857,6977.13,1162.86,0,6651.2,3,0.13782479360239586,0.3333333333333333,0.6983240223463687,1.0,High Frq,0.3458144931711309,0.8653653471442248,Mid Longevity,Mid Longevity,Mid Longevity,High fomo,Low,Mid,Low_Mid,ไม่ต้องรีบทำ campaign
14,C00015,North,Low Activity,Low,3,63,566,3025.97,1008.66,1,1905.12,3,0.03404478077989824,0.13333333333333333,0.8268156424581006,1.0,Low Frq,0.191483071612218,0.8514119268675616,Low Longevity,Low Longevity,Low Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
15,C00016,North,Mid Activity,Low,6,25,529,21450.29,3575.05,0,12622.03,3,0.26838576475352555,0.3333333333333333,0.9329608938547486,1.0,High Frq,0.3836585309767758,0.8901532878347567,High Longevity,High Longevity,Mid Longevity,High fomo,Low,High,Low_High,ไม่ติดโปร มูลค่าออเดอร์สูง
16,C00017,Central,Low Activity,Low,4,22,475,1882.88,470.72,0,994.85,3,0.014140389730456407,0.2,0.9413407821229051,1.0,Low Frq,0.23989511705223654,0.8584810780791909,Low Longevity,Low Longevity,Low Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
17,C00018,Central,Low Activity,Low,4,26,437,3763.96,940.99,1,1829.64,3,0.03239429967383974,0.2,0.9301675977653632,1.0,Low Frq,0.2429872398230361,0.8597478098556521,Low Longevity,Low Longevity,Low Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
18,C00019,Central,Mid Activity,Low,6,164,260,6161.85,1026.98,0,1782.08,3,0.031354330391855874,0.3333333333333333,0.5446927374301676,1.0,High Frq,0.31683883628321285,0.8470367365773607,Mid Longevity,Mid Longevity,Mid Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
19,C00020,Central,Mid Activity,Low,5,16,447,3962.43,792.49,0,1970.21,3,0.035468069269476245,0.26666666666666666,0.9581005586592178,1.0,High Frq,0.2916653084535228,0.8647851681932419,Mid Longevity,Mid Longevity,Low Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
20,C00021,South,Low Activity,High,4,44,598,7509.49,1877.37,0,4995.18,1,0.10161348303992904,0.2,0.8798882681564246,0.0,Low Frq,0.20431711001580702,0.06415576171181414,Low Longevity,Low Longevity,Low Longevity,Low fomo,High,High,High_High,ติดโปร มูลค่าออเดอร์สูง
21,C00022,North,Mid Activity,Low,5,144,414,9371.04,1874.21,0,4315.48,3,0.08675084382705196,0.26666666666666666,0.6005586592178771,1.0,High Frq,0.2840447683929709,0.8520363506769324,Mid Longevity,Mid Longevity,Low Longevity,High fomo,Low,High,Low_High,ไม่ติดโปร มูลค่าออเดอร์สูง
22,C00023,Central,Low Activity,Low,3,6,490,2983.99,994.66,0,1626.42,3,0.027950595773823736,0.13333333333333333,0.9860335195530726,1.0,Low Frq,0.1982251284657517,0.8587634022217028,Low Longevity,Low Longevity,Low Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
23,C00024,Central,High Activity,High,7,135,536,11064.35,1580.62,0,6596.76,1,0.1366343830113277,0.4,0.6256983240223464,0.0,High Frq,0.3386117928033828,0.06494835450225009,Mid Longevity,Mid Longevity,Mid Longevity,Low fomo,High,High,High_High,ติดโปร มูลค่าออเดอร์สูง
24,C00025,Central,High Activity,Low,8,11,392,22223.32,2777.92,0,9690.27,3,0.2042785245905941,0.4666666666666667,0.9720670391061452,1.0,High Frq,0.4661257235400928,0.8923645377477001,High Longevity,High Longevity,Mid Longevity,High fomo,Low,High,Low_High,ไม่ติดโปร มูลค่าออเดอร์สูง
25,C00026,South,Low Activity,High,4,339,753,6787.34,1696.83,1,5685.04,1,0.11669828558133756,0.2,0.055865921787709494,0.0,Low Frq,0.16613295320565297,0.024463124647519232,Low Longevity,Low Longevity,Low Longevity,Low fomo,High,High,High_High,ติดโปร มูลค่าออเดอร์สูง
26,C00027,North,Mid Activity,Low,6,11,228,53570.0,1785.67,0,2717.24,3,0.05180297786326109,0.3333333333333333,0.9720670391061452,1.0,High Frq,0.3422972808612928,0.8704503164083001,Mid Longevity,Mid Longevity,Mid Longevity,High fomo,Low,High,Low_High,ไม่ติดโปร มูลค่าออเดอร์สูง
27,C00028,Central,Mid Activity,High,5,285,306,6647.41,1329.48,0,2262.63,1,0.04186226223494559,0.26666666666666666,0.20670391061452514,0.0,High Frq,0.20537431464438202,0.027854755087554153,Low Longevity,Low Longevity,Low Longevity,Low fomo,High,Mid,High_Mid,ไม่ต้องรีบทำ campaign
28,C00029,South,High Activity,Low,7,26,402,17711.81,2530.26,0,7920.08,3,0.16557071922316305,0.4,0.9301675977653632,1.0,High Frq,0.40962252373290076,0.8830654518105845,High Longevity,High Longevity,Mid Longevity,High fomo,Low,High,Low_High,ไม่ติดโปร มูลค่าออเดอร์สูง
29,C00030,North,High Activity,Low,7,112,458,11024.15,1574.88,0,5616.31,3,0.1151954031433487,0.4,0.6899441340782123,1.0,High Frq,0.3875362873325803,0.8660167470182456,High Longevity,High Longevity,Mid Longevity,High fomo,Low,High,Low_High,ไม่ติดโปร มูลค่าออเดอร์สูง
30,C00031,South,Low Activity,Low,3,27,587,18682.35,1245.49,0,2439.72,3,0.04573459529101209,0.13333333333333333,0.9273743016759777,1.0,Low Frq,0.19884896747533465,0.8576088412795668,Low Longevity,Low Longevity,Low Longevity,High fomo,Low,Mid,Low_Mid,ไม่ต้องรีบทำ campaign
31,C00032,North,Low Activity,Low,3,51,684,2751.68,917.23,1,2093.61,3,0.03816639158648232,0.13333333333333333,0.8603351955307262,1.0,Low Frq,0.1939833714271661,0.8535000656018512,Low Longevity,Low Longevity,Low Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
32,C00033,North,Mid Activity,Low,6,56,473,5825.96,970.99,0,3065.26,3,0.05941294652423724,0.3333333333333333,0.8463687150837989,1.0,High Frq,0.3375343583923707,0.8649263970732803,Mid Longevity,Mid Longevity,Mid Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
33,C00034,East,Low Activity,Low,3,101,456,1935.73,645.24,0,981.86,3,0.013856344293682427,0.13333333333333333,0.7206703910614525,1.0,Low Frq,0.18213812174514243,0.8440858206491075,Low Longevity,Low Longevity,Low Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
34,C00035,East,High Activity,High,8,42,617,11489.44,1436.18,0,7885.41,1,0.1648126087310188,0.4666666666666667,0.8854748603351955,0.0,High Frq,0.4039029314296302,0.08408833722319499,High Longevity,High Longevity,Mid Longevity,Low fomo,High,Mid,High_Mid,ไม่ต้องรีบทำ campaign
35,C00036,East,Mid Activity,Low,5,176,286,6318.25,1263.65,0,2010.03,3,0.03633879207874028,0.26666666666666666,0.5111731843575419,1.0,High Frq,0.2694930843002918,0.8425258717590844,Mid Longevity,Mid Longevity,Low Longevity,High fomo,Low,Mid,Low_Mid,ไม่ต้องรีบทำ campaign
36,C00037,Central,Mid Activity,Low,6,35,837,12895.2,2149.2,0,12005.88,3,0.2549127396674372,0.3333333333333333,0.9050279329608939,1.0,High Frq,0.3795672779148654,0.8874093372814551,Mid Longevity,Mid Longevity,Mid Longevity,High fomo,Low,High,Low_High,ไม่ติดโปร มูลค่าออเดอร์สูง
37,C00038,North,High Activity,Low,8,27,599,16596.23,2074.53,0,11058.01,3,0.23418616937067424,0.4666666666666667,0.9273743016759777,1.0,High Frq,0.4698726156246004,0.8931206653541996,High Longevity,High Longevity,Mid Longevity,High fomo,Low,High,Low_High,ไม่ติดโปร มูลค่าออเดอร์สูง
38,C00039,South,Mid Activity,Low,6,312,790,5141.97,857.0,0,4518.55,3,0.09119126775666642,0.3333333333333333,0.13128491620111732,1.0,High Frq,0.30813583269472244,0.8323500392523893,Mid Longevity,Mid Longevity,Mid Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
39,C00040,Central,High Activity,Low,8,71,608,10350.28,1293.79,0,6999.99,3,0.1454515994447666,0.4666666666666667,0.8044692737430168,1.0,High Frq,0.44598045024277083,0.8781019569649609,High Longevity,High Longevity,Mid Longevity,High fomo,Low,Mid,Low_Mid,ไม่ต้องรีบทำ campaign
40,C00041,North,Low Activity,Low,2,309,554,2763.15,1381.58,0,1702.77,3,0.029620100708211205,0.06666666666666667,0.13966480446927373,1.0,Low Frq,0.1095739270317726,0.8132785836276182,Low Longevity,Low Longevity,Low Longevity,High fomo,Low,Mid,Low_Mid,ไม่ต้องรีบทำ campaign
41,C00042,Central,Low Activity,Low,4,6,252,3758.19,939.55,0,1053.47,3,0.01542220216338101,0.2,0.9860335195530726,1.0,Low Frq,0.2423861164103298,0.8608438961939918,Low Longevity,Low Longevity,Low Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
42,C00043,North,Mid Activity,Low,5,31,813,5957.48,1191.5,0,5387.59,3,0.11019410427506968,0.26666666666666666,0.9162011173184358,1.0,High Frq,0.3045155433876024,0.8701627996267621,Mid Longevity,Mid Longevity,Mid Longevity,High fomo,Low,Mid,Low_Mid,ไม่ต้องรีบทำ campaign
43,C00044,East,Power User,High,10,66,209,10054.95,1005.5,0,2337.59,1,0.04350137277694539,0.6,0.8184357541899442,0.0,High Frq,0.4696220622648863,0.07527192498719175,High Longevity,High Longevity,Mid Longevity,Low fomo,High,Low,High_Low,ติดโปร มูลค่าออเดอร์ต่ำ
44,C00046,South,Mid Activity,High,6,84,543,5156.28,859.38,0,3114.42,1,0.06048790215717093,0.3333333333333333,0.7681564245810056,0.0,High Frq,0.2838387349938178,0.061123278111434046,Mid Longevity,Mid Longevity,Low Longevity,Low fomo,High,Low,High_Low,ติดโปร มูลค่าออเดอร์ต่ำ
45,C00047,Central,High Activity,Low,7,58,630,7836.78,1119.54,0,5491.85,3,0.11247390236883835,0.4,0.840782122905028,1.0,High Frq,0.39453388661901906,0.8732864963821353,High Longevity,High Longevity,Mid Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
46,C00048,Central,High Activity,Low,7,32,374,23930.74,3418.68,0,9955.62,3,0.2100807922309309,0.4,0.9134078212290503,1.0,High Frq,0.41768654950763867,0.8866784702845456,High Longevity,High Longevity,Mid Longevity,High fomo,Low,High,Low_High,ไม่ติดโปร มูลค่าออเดอร์สูง
47,C00049,Central,Low Activity,Low,4,17,335,4197.7,1049.43,0,1564.22,3,0.026590501380648873,0.2,0.9553072625698324,1.0,Low Frq,0.2430834634046214,0.8604244132665566,Low Longevity,Low Longevity,Low Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
48,C00050,North,Low Activity,Low,4,237,351,3982.9,995.72,1,1555.05,3,0.026389985856767623,0.2,0.3407821229050279,1.0,Low Frq,0.21231710331660492,0.8296781047309282,Low Longevity,Low Longevity,Low Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
49,C00051,East,Mid Activity,Low,6,30,220,12567.08,2094.51,0,3075.37,3,0.0596340165293015,0.3333333333333333,0.9189944134078212,1.0,High Frq,0.34120985730958464,0.8685797889899879,Mid Longevity,Mid Longevity,Mid Longevity,High fomo,Low,High,Low_High,ไม่ติดโปร มูลค่าออเดอร์สูง
50,C00052,South,High Activity,Low,8,19,242,16663.94,2082.99,0,4485.73,3,0.09047361023280791,0.4666666666666667,0.9497206703910615,1.0,High Frq,0.4422474222327813,0.8798667278761673,High Longevity,High Longevity,Mid Longevity,High fomo,Low,High,Low_High,ไม่ติดโปร มูลค่าออเดอร์สูง
51,C00053,East,High Activity,Low,7,109,202,12163.87,1737.7,0,2733.16,3,0.052151092055211956,0.4,0.6983240223463687,1.0,High Frq,0.3753464195283608,0.8601313103228396,Mid Longevity,Mid Longevity,Mid Longevity,High fomo,Low,High,Low_High,ไม่ติดโปร มูลค่าออเดอร์สูง
52,C00054,East,High Activity,High,7,117,539,11351.97,1621.71,0,6806.13,1,0.14121256569780713,0.4,0.6759776536312849,0.0,High Frq,0.34204139582112564,0.06792013925134496,Mid Longevity,Mid Longevity,Mid Longevity,Low fomo,High,High,High_High,ติดโปร มูลค่าออเดอร์สูง
53,C00055,South,Mid Activity,High,5,266,254,5784.87,1156.97,0,1634.43,1,0.02812574619326635,0.26666666666666666,0.25977653631284914,0.0,High Frq,0.20528064272096236,0.029134734768302428,Low Longevity,Low Longevity,Low Longevity,Low fomo,High,Mid,High_Mid,ไม่ต้องรีบทำ campaign
54,C00056,East,High Activity,Low,8,318,739,8057.23,1007.15,1,6623.22,3,0.1372129697901606,0.4666666666666667,0.11452513966480447,1.0,High Frq,0.40983551760793896,0.8427808872955896,High Longevity,High Longevity,Mid Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
55,C00058,North,Power User,Low,9,230,297,8339.44,926.6,1,2755.06,3,0.05262996773383784,0.5333333333333333,0.36033519553072624,1.0,High Frq,0.4518760866566372,0.8499464232165868,High Longevity,High Longevity,Mid Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
56,C00059,North,Mid Activity,High,6,29,791,6185.77,1030.96,0,5442.64,1,0.11139785341243746,0.3333333333333333,0.9217877094972067,0.0,High Frq,0.3017022894906812,0.07389583748277075,Mid Longevity,Mid Longevity,Mid Longevity,Low fomo,High,Low,High_Low,ติดโปร มูลค่าออเดอร์ต่ำ
57,C00060,Central,Mid Activity,High,6,4,559,17076.97,2846.16,0,10618.49,1,0.22457541876475437,0.3333333333333333,0.9916201117318436,0.0,High Frq,0.32782942267287635,0.08870521412973428,Mid Longevity,Mid Longevity,Mid Longevity,Low fomo,High,High,High_High,ติดโปร มูลค่าออเดอร์สูง
58,C00061,Central,Mid Activity,Low,5,141,858,8003.33,1600.67,0,7638.35,3,0.1594102788149773,0.26666666666666666,0.6089385474860335,1.0,High Frq,0.2989956498039638,0.8597212885891328,Mid Longevity,Mid Longevity,Low Longevity,High fomo,Low,High,Low_High,ไม่ติดโปร มูลค่าออเดอร์สูง
59,C00062,Central,Mid Activity,Low,6,43,469,6524.58,1087.43,1,3403.81,3,0.06681583972052903,0.3333333333333333,0.88268156424581,1.0,High Frq,0.3408305794897296,0.8674823288510101,Mid Longevity,Mid Longevity,Mid Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
60,C00063,East,Low Activity,Low,3,13,619,3945.51,1315.17,0,2716.65,3,0.05179007664634835,0.13333333333333333,0.9664804469273743,1.0,Low Frq,0.2020153710089717,0.8601696966776703,Low Longevity,Low Longevity,Low Longevity,High fomo,Low,Mid,Low_Mid,ไม่ต้องรีบทำ campaign
61,C00064,Central,Low Activity,Low,4,137,847,3493.21,873.3,0,3291.15,3,0.06435236328427373,0.2,0.6201117318435754,1.0,Low Frq,0.23387605924903349,0.8474408229206062,Low Longevity,Low Longevity,Low Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
62,C00065,Central,High Activity,Low,8,9,186,8142.97,1017.87,0,1684.75,3,0.029226066930638683,0.4666666666666667,0.9776536312849162,1.0,High Frq,0.4313945616170402,0.875138621590643,High Longevity,High Longevity,Mid Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
63,C00066,Central,Mid Activity,High,6,92,375,7300.21,1216.7,0,3045.13,1,0.05897277449634961,0.3333333333333333,0.7458100558659218,0.0,High Frq,0.28241839102589933,0.05985444690959772,Mid Longevity,Mid Longevity,Low Longevity,Low fomo,High,Mid,High_Mid,ไม่ต้องรีบทำ campaign
64,C00067,North,High Activity,Low,7,29,600,14382.84,2054.69,1,9599.22,3,0.20228758255685497,0.4,0.9217877094972067,1.0,High Frq,0.41654690198623134,0.8863181437305458,High Longevity,High Longevity,Mid Longevity,High fomo,Low,High,Low_High,ไม่ติดโปร มูลค่าออเดอร์สูง
65,C00068,East,High Activity,Low,8,196,747,13689.54,1711.19,1,11374.94,3,0.2411163094997564,0.4666666666666667,0.4553072625698324,1.0,High Frq,0.4476552916951096,0.8702103274118006,High Longevity,High Longevity,Mid Longevity,High fomo,Low,High,Low_High,ไม่ติดโปร มูลค่าออเดอร์สูง
66,C00069,North,Low Activity,Low,3,35,372,27284.35,1818.96,1,2258.02,3,0.04176145781127137,0.13333333333333333,0.9050279329608939,1.0,Low Frq,0.1969370215436323,0.8560942090958386,Low Longevity,Low Longevity,Low Longevity,High fomo,Low,High,Low_High,ไม่ติดโปร มูลค่าออเดอร์สูง
67,C00070,East,High Activity,Low,8,20,738,14073.54,1759.19,0,11553.12,3,0.24501247700740747,0.4666666666666667,0.946927374301676,1.0,High Frq,0.47301553078323194,0.895180949749158,High Longevity,High Longevity,Mid Longevity,High fomo,Low,High,Low_High,ไม่ติดโปร มูลค่าออเดอร์สูง
68,C00071,South,Mid Activity,High,6,95,327,8841.81,1473.63,0,3216.09,1,0.06271106609533957,0.3333333333333333,0.7374301675977654,0.0,High Frq,0.2827470549322895,0.0598092816560889,Mid Longevity,Mid Longevity,Low Longevity,Low fomo,High,Mid,High_Mid,ไม่ต้องรีบทำ campaign
69,C00072,North,Mid Activity,High,6,152,848,7767.16,1294.53,1,7326.55,1,0.15259231367362808,0.3333333333333333,0.5782122905027933,0.0,High Frq,0.2927624105931986,0.060836512559169144,Mid Longevity,Mid Longevity,Low Longevity,Low fomo,High,Mid,High_Mid,ไม่ต้องรีบทำ campaign
70,C00073,North,High Activity,High,8,58,381,9605.45,1200.68,0,4070.83,1,0.08140121210212865,0.4666666666666667,0.840782122905028,0.0,High Frq,0.3849860152323438,0.0735125606887976,High Longevity,High Longevity,Mid Longevity,Low fomo,High,Mid,High_Mid,ไม่ต้องรีบทำ campaign
71,C00074,East,High Activity,Low,7,55,623,8321.3,1188.76,0,5766.61,3,0.11848193348569887,0.4,0.8491620111731844,1.0,High Frq,0.39615448725579894,0.8743062939072291,High Longevity,High Longevity,Mid Longevity,High fomo,Low,Mid,Low_Mid,ไม่ต้องรีบทำ campaign
72,C00075,South,Mid Activity,High,6,256,598,6939.09,1156.52,0,4615.79,1,0.09331756323564268,0.3333333333333333,0.2877094972067039,0.0,High Frq,0.26638232084079705,0.040383897850566126,Mid Longevity,Mid Longevity,Low Longevity,Low fomo,High,Mid,High_Mid,ไม่ต้องรีบทำ campaign
73,C00076,South,Low Activity,High,1,139,606,1169.42,1169.42,0,788.29,1,0.009623651822832617,0.0,0.6145251396648045,0.0,Low Frq,0.03265098734780675,0.03168862216552349,Low Longevity,Low Longevity,Low Longevity,Low fomo,High,Mid,High_Mid,ไม่ต้องรีบทำ campaign
74,C00077,South,High Activity,High,8,7,658,25594.16,3199.27,0,18732.99,1,0.4020108842537805,0.4666666666666667,0.9832402234636871,0.0,High Frq,0.45623085469060715,0.11269643293189575,High Longevity,High Longevity,Mid Longevity,Low fomo,High,High,High_High,ติดโปร มูลค่าออเดอร์สูง
75,C00078,North,Mid Activity,Low,6,115,654,7586.24,1264.37,0,5518.79,3,0.1130629850529562,0.3333333333333333,0.6815642458100558,1.0,High Frq,0.3400241426344273,0.8620511774624651,Mid Longevity,Mid Longevity,Mid Longevity,High fomo,Low,Mid,Low_Mid,ไม่ต้องรีบทำ campaign
76,C00079,Central,Mid Activity,High,6,28,305,20311.67,3385.28,0,6891.06,1,0.1430696849391631,0.3333333333333333,0.9245810055865922,0.0,High Frq,0.30817632060049555,0.07720268543991259,Mid Longevity,Mid Longevity,Mid Longevity,Low fomo,High,High,High_High,ติดโปร มูลค่าออเดอร์สูง
77,C00080,North,High Activity,Low,7,76,574,6513.55,930.51,0,4158.83,3,0.08332546140436961,0.4,0.7905027932960894,1.0,High Frq,0.38619023194567836,0.8678576858052415,High Longevity,High Longevity,Mid Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
78,C00081,East,Power User,Low,9,38,755,6617.57,735.29,1,5557.61,3,0.11391184139287658,0.5333333333333333,0.8966480446927374,1.0,High Frq,0.49094810384654547,0.8828902530405912,High Longevity,High Longevity,Mid Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
79,C00082,South,Mid Activity,High,5,167,504,5305.66,1061.13,0,2974.47,1,0.05742768977252749,0.26666666666666666,0.5363128491620112,0.0,High Frq,0.2249678470792727,0.04589174476868664,Low Longevity,Low Longevity,Low Longevity,Low fomo,High,Low,High_Low,ติดโปร มูลค่าออเดอร์ต่ำ
80,C00083,Central,High Activity,Low,7,198,571,6644.3,949.19,1,4220.15,3,0.08466631330452207,0.4,0.44972067039106145,1.0,High Frq,0.36941929618045743,0.8509526648500053,Mid Longevity,Mid Longevity,Mid Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
81,C00084,North,Mid Activity,Low,5,24,867,3759.63,751.93,0,3625.82,3,0.07167041457951218,0.26666666666666666,0.9357541899441341,1.0,High Frq,0.2977884590797758,0.8672880842884914,Mid Longevity,Mid Longevity,Low Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
82,C00085,Central,Low Activity,Low,2,60,807,3180.39,1590.2,0,2854.93,3,0.05481377202718789,0.06666666666666667,0.835195530726257,1.0,Low Frq,0.1493891976084171,0.850574487072365,Low Longevity,Low Longevity,Low Longevity,High fomo,Low,High,Low_High,ไม่ติดโปร มูลค่าออเดอร์สูง
83,C00086,Central,Low Activity,Low,4,213,619,3196.33,799.08,1,2200.8,3,0.04051025843542788,0.2,0.40782122905027934,1.0,Low Frq,0.21849311313959952,0.8344420872960568,Low Longevity,Low Longevity,Low Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
84,C00087,South,Mid Activity,Low,5,67,383,6874.18,1374.84,0,2928.61,3,0.05642489348842783,0.26666666666666666,0.8156424581005587,1.0,High Frq,0.2887337682693802,0.8597579455872041,Mid Longevity,Mid Longevity,Low Longevity,High fomo,Low,Mid,Low_Mid,ไม่ต้องรีบทำ campaign
85,C00088,South,Mid Activity,Low,6,25,665,21537.08,3589.51,0,15931.2,3,0.3407456291114429,0.3333333333333333,0.9329608938547486,1.0,High Frq,0.3981305038483593,0.8973892742705485,High Longevity,High Longevity,Mid Longevity,High fomo,Low,High,Low_High,ไม่ติดโปร มูลค่าออเดอร์สูง
